Date,Campaign name,Ad set name,Placement,Amount spent (USD),country,audience description,platform,placements,device,Total investment,Return on ad spend (ROAS)
8/3/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Off-Grid/Survival + CF Early Tech + Non Parent *940M,facebook|feed|mobile,16.03,US,Off-Grid/Survival + CF Early Tech + Non Parent *940M,facebook,feed,mobile,351.51,0
8/4/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Off-Grid/Survival + CF Early Tech + Non Parent *940M,facebook|feed|mobile,13.09,US,Off-Grid/Survival + CF Early Tech + Non Parent *940M,facebook,feed,mobile,364.6,12300.0185
8/5/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Off-Grid/Survival + CF Early Tech + Non Parent *940M,facebook|feed|mobile,17.85,US,Off-Grid/Survival + CF Early Tech + Non Parent *940M,facebook,feed,mobile,382.45,0
8/6/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Off-Grid/Survival + CF Early Tech + Non Parent *940M,facebook|feed|mobile,9.79,US,Off-Grid/Survival + CF Early Tech + Non Parent *940M,facebook,feed,mobile,392.24,0
8/7/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Off-Grid/Survival + CF Early Tech + Non Parent *940M,facebook|feed|mobile,2.12,US,Off-Grid/Survival + CF Early Tech + Non Parent *940M,facebook,feed,mobile,394.36,0
7/19/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,6.15,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,6.15,0
7/20/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,9.17,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,15.32,0
7/21/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,9.79,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,25.11,0
7/22/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,9.84,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,34.95,0
7/27/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,12.8,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,116.08,0
7/28/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,19.29,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,135.37,0
7/29/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,22.13,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,157.5,24599.9293
7/30/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,21.4,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,178.9,0
7/31/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,6.84,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,185.74,0
8/1/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,4.47,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,190.21,26399.9988
8/2/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,0.84,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,191.05,0
8/3/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,3.44,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,194.49,0
8/4/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,4.55,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,199.04,52200.0115
8/5/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,5.47,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,204.51,18700.0155
8/6/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,2.42,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,206.93,37599.9998
8/7/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,1.12,US,Outdoor Fashion Brands + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,208.05,0
7/19/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook|feed|mobile,8.25,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook,feed,mobile,8.25,0
7/20/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook|feed|mobile,9.86,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook,feed,mobile,18.11,0
7/22/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook|feed|mobile,7.08,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook,feed,mobile,34.5,11800.0236
7/23/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook|feed|mobile,15.1,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook,feed,mobile,49.6,5900.023
7/24/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook|feed|mobile,22.16,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook,feed,mobile,71.76,0
7/25/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook|feed|mobile,30.98,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook,feed,mobile,102.74,0
7/27/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook|feed|mobile,8.13,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook,feed,mobile,133.64,0
7/28/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook|feed|mobile,5.38,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook,feed,mobile,139.02,0
7/29/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook|feed|mobile,7.75,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook,feed,mobile,146.77,0
7/30/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook|feed|mobile,2.07,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,facebook,feed,mobile,148.84,0
7/21/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,11.09,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,28.57,0
7/22/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,9.41,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,37.98,5899.9759
7/23/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,26.94,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,64.92,31600.0812
7/24/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,51.37,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,116.29,12300.0328
7/25/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,59.7,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,175.99,89600.148
7/26/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,43.84,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,219.83,24100.1632
7/27/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,33.25,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,253.08,23599.8525
7/28/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,38.68,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,291.76,200700.0764
7/29/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,52.47,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,344.23,44799.9354
7/30/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,32.32,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,376.55,12899.8816
8/1/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,15.73,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,409.24,5900.0084
8/2/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,4.18,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,413.42,0
8/3/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,6.04,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,419.46,0
8/4/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,8,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,427.46,0
8/5/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,10.32,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,437.78,48699.9768
8/6/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,6.51,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,444.29,5900.013
8/7/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook|feed|mobile,2.38,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,facebook,feed,mobile,446.67,5899.9962
7/19/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,8.38,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,8.38,0
7/20/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,10.13,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,18.51,0
7/21/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,11.17,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,29.68,5899.994
7/22/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,9.85,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,39.53,12299.9905
7/23/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,21.45,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,60.98,38200.0905
7/25/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,41.86,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,138.15,0
7/26/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,35.66,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,173.81,0
7/27/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,34.58,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,208.39,5900.0396
7/28/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,38.42,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,246.81,32300.0782
7/30/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,40.04,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,332.39,38100.062
7/31/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,23.21,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,355.6,32299.9644
8/1/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,15.1,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,370.7,85599.937
8/3/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,12.11,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,387.86,0
8/4/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,16.56,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,404.42,0
8/5/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,12.75,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,417.17,105800.01
8/6/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,5.23,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,422.4,5900.0153
8/7/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,facebook|feed|mobile,2.09,US,REI/Dick's + CF Early Tech + Parent *580K,facebook,feed,mobile,424.49,0
8/3/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,facebook|feed|mobile,19.13,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,facebook,feed,mobile,19.13,0
8/5/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,facebook|feed|mobile,56.98,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,facebook,feed,mobile,127.76,38199.9618
8/6/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,facebook|feed|mobile,34.19,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,facebook,feed,mobile,161.95,5900.1683
8/7/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,facebook|feed|mobile,5.97,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,facebook,feed,mobile,167.92,0
7/10/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,facebook|instant_article|mobile,0.01,US,Camping Enthusiast,facebook,instant_article,mobile,0.01,0
7/11/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,facebook|instant_article|mobile,0.01,US,Camping Enthusiast,facebook,instant_article,mobile,0.02,0
7/21/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0,US,Outdoor Activists,facebook,instant_article,mobile,0,0
7/22/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0,US,Outdoor Activists,facebook,instant_article,mobile,0,0
7/23/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0,US,Outdoor Activists,facebook,instant_article,mobile,0,0
7/28/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0,US,Outdoor Activists,facebook,instant_article,mobile,0,0
7/30/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0,US,Outdoor Activists,facebook,instant_article,mobile,0,0
7/31/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0,US,Outdoor Activists,facebook,instant_article,mobile,0,0
8/1/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0.01,US,Outdoor Activists,facebook,instant_article,mobile,0.01,0
8/2/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0,US,Outdoor Activists,facebook,instant_article,mobile,0.01,0
8/5/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0,US,Outdoor Activists,facebook,instant_article,mobile,0.02,0
8/6/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0.01,US,Outdoor Activists,facebook,instant_article,mobile,0.03,0
8/7/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,facebook|instant_article|mobile,0.01,US,Outdoor Activists,facebook,instant_article,mobile,0.04,0
7/15/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.02,0
7/20/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0.01,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.03,0
7/24/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.03,0
7/26/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.03,0
7/31/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.03,0
8/1/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.03,0
8/2/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.03,0
8/3/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.03,0
8/4/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.03,0
8/6/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0.01,AU,"Lookalike (AU, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.05,0
7/13/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0.01,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.01,0
7/15/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.01,0
7/16/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0.01,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.02,0
7/23/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.02,0
7/24/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0.01,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.03,0
7/27/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0.02,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.07,0
7/28/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0.01,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.08,0
7/29/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.08,0
7/30/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.08,0
7/31/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0.02,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.1,0
8/1/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0.02,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.12,0
8/3/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0.05,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.19,0
8/5/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0.09,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.29,0
8/6/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",facebook|instant_article|mobile,0.04,AU,"Lookalike (AU, 2%) - rainfactoryS71C",facebook,instant_article,mobile,0.33,0
7/12/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0.03,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.03,0
7/13/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.03,0
7/17/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.04,0
7/18/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.04,0
7/19/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0.01,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.05,0
7/22/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0.01,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.06,0
7/23/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.06,0
7/24/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.06,0
7/26/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",facebook|instant_article|mobile,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",facebook,instant_article,mobile,0.06,0
